0	2	129,115,141	112,96,112	1.00	0.29
1	2	112,112,170	96,112,208	1.00	0.44
2	2	134,122,148	160,128,144	1.00	0.41
3	2	152,122,124	160,128,144	1.00	0.40
4	2	152,102,94	160,80,64	1.00	0.27
5	2	150,89,75	160,80,64	1.00	0.36
6	2	150,89,75	160,80,64	1.00	0.36
7	2	150,89,75	160,80,64	1.00	0.36
8	2	150,89,75	160,80,64	1.00	0.36
9	2	169,122,104	224,208,176	1.00	0.23
10	2	227,213,180	224,208,176	1.00	0.95
11	2	187,170,159	224,208,176	1.00	0.30
12	2	227,214,180	224,208,176	1.00	0.96
13	2	181,163,155	160,128,144	1.00	0.29
14	2	145,126,132	160,128,144	1.00	0.36
15	2	152,133,136	160,128,144	1.00	0.38
16	2	164,146,144	176,160,160	1.00	0.35
17	2	161,142,142	160,128,144	1.00	0.32
18	2	165,147,145	176,160,160	1.00	0.29
19	2	165,144,145	160,128,144	1.00	0.49
20	2	255,255,255	240,240,240	1.00	1.00
21	2	255,255,255	240,240,240	1.00	1.00
22	2	255,255,255	240,240,240	1.00	1.00
23	2	255,255,255	240,240,240	1.00	1.00
24	2	237,231,229	240,240,240	1.00	0.72
25	2	205,173,155	240,240,240	1.00	0.22
26	2	189,128,92	160,80,64	1.00	0.29
27	2	188,118,77	192,96,64	1.00	0.36
28	2	188,118,77	192,96,64	1.00	0.36
29	2	174,111,78	160,80,64	1.00	0.34
30	2	150,89,75	160,80,64	1.00	0.36
31	2	150,89,75	160,80,64	1.00	0.36
32	2	154,100,88	160,80,64	1.00	0.28
33	2	180,150,146	160,128,144	1.00	0.25
34	2	229,222,223	240,240,240	1.00	0.72
35	2	255,255,255	240,240,240	1.00	1.00
36	2	255,255,255	240,240,240	1.00	1.00
37	2	255,255,255	240,240,240	1.00	1.00
38	2	205,173,155	240,240,240	1.00	0.22
39	2	189,128,92	160,80,64	1.00	0.29
40	2	188,118,77	192,96,64	1.00	0.36
41	2	192,123,78	192,96,64	1.00	0.35
42	2	152,91,76	160,80,64	1.00	0.38
43	2	150,89,75	160,80,64	1.00	0.36
44	2	154,100,88	160,80,64	1.00	0.28
45	2	180,150,146	160,128,144	1.00	0.25
46	2	255,255,255	240,240,240	1.00	1.00
47	2	255,255,255	240,240,240	1.00	1.00
48	2	255,255,255	240,240,240	1.00	1.00
49	2	237,231,229	240,240,240	1.00	0.72
50	2	205,173,155	240,240,240	1.00	0.22
51	2	189,128,92	160,80,64	1.00	0.29
52	2	188,118,77	192,96,64	1.00	0.36
53	2	188,118,77	192,96,64	1.00	0.36
54	2	174,111,78	160,80,64	1.00	0.34
55	2	150,89,75	160,80,64	1.00	0.36
56	2	150,89,75	160,80,64	1.00	0.36
57	2	154,100,88	160,80,64	1.00	0.28
58	2	180,150,146	160,128,144	1.00	0.25
59	2	229,222,223	240,240,240	1.00	0.72
60	2	255,255,255	240,240,240	1.00	1.00
61	2	255,255,255	240,240,240	1.00	1.00
62	2	255,255,255	240,240,240	1.00	1.00
63	2	255,255,255	240,240,240	1.00	1.00
0	3	115,125,195	96,112,208	1.00	0.68
1	3	158,147,166	160,128,144	1.00	0.25
2	3	115,127,197	96,112,208	1.00	0.76
3	3	110,119,186	96,112,208	1.00	0.72
4	3	134,122,148	160,128,144	1.00	0.41
5	3	152,122,124	160,128,144	1.00	0.40
6	3	152,102,94	160,80,64	1.00	0.27
7	3	150,89,75	160,80,64	1.00	0.36
8	3	150,89,75	160,80,64	1.00	0.36
9	3	169,123,104	224,208,176	1.00	0.25
10	3	226,213,180	224,208,176	1.00	0.93
11	3	227,213,180	224,208,176	1.00	0.94
12	3	226,213,180	224,208,176	1.00	0.94
13	3	211,195,171	224,208,176	1.00	0.71
14	3	155,135,137	160,128,144	1.00	0.40
15	3	149,128,134	160,128,144	1.00	0.43
16	3	155,135,137	160,128,144	1.00	0.40
17	3	149,128,134	160,128,144	1.00	0.43
18	3	148,127,133	160,128,144	1.00	0.46
19	3	153,131,138	160,128,144	1.00	0.60
20	3	255,255,255	240,240,240	1.00	1.00
21	3	255,255,255	240,240,240	1.00	1.00
22	3	237,231,229	240,240,240	1.00	0.72
23	3	205,173,155	240,240,240	1.00	0.22
24	3	189,128,92	160,80,64	1.00	0.29
25	3	188,118,77	192,96,64	1.00	0.36
26	3	188,118,77	192,96,64	1.00	0.36
27	3	188,118,77	192,96,64	1.00	0.36
28	3	188,118,77	192,96,64	1.00	0.36
29	3	174,111,78	160,80,64	1.00	0.34
30	3	150,89,75	160,80,64	1.00	0.36
31	3	150,89,75	160,80,64	1.00	0.36
32	3	150,89,75	160,80,64	1.00	0.36
33	3	150,89,75	160,80,64	1.00	0.36
34	3	154,100,88	160,80,64	1.00	0.28
35	3	180,150,146	160,128,144	1.00	0.25
36	3	229,222,223	240,240,240	1.00	0.72
37	3	255,255,255	240,240,240	1.00	1.00
38	3	188,118,77	192,96,64	1.00	0.36
39	3	188,118,77	192,96,64	1.00	0.36
40	3	188,118,77	192,96,64	1.00	0.36
41	3	189,133,100	192,96,64	1.00	0.27
42	3	154,105,95	160,80,64	1.00	0.28
43	3	150,89,75	160,80,64	1.00	0.36
44	3	150,89,75	160,80,64	1.00	0.36
45	3	150,89,75	160,80,64	1.00	0.36
46	3	255,255,255	240,240,240	1.00	1.00
47	3	237,231,229	240,240,240	1.00	0.72
48	3	205,173,155	240,240,240	1.00	0.22
49	3	189,128,92	160,80,64	1.00	0.29
50	3	188,118,77	192,96,64	1.00	0.36
51	3	188,118,77	192,96,64	1.00	0.36
52	3	188,118,77	192,96,64	1.00	0.36
53	3	188,118,77	192,96,64	1.00	0.36
54	3	174,111,78	160,80,64	1.00	0.34
55	3	150,89,75	160,80,64	1.00	0.36
56	3	150,89,75	160,80,64	1.00	0.36
57	3	150,89,75	160,80,64	1.00	0.36
58	3	150,89,75	160,80,64	1.00	0.36
59	3	154,100,88	160,80,64	1.00	0.28
60	3	180,150,146	160,128,144	1.00	0.25
61	3	229,222,223	240,240,240	1.00	0.72
62	3	255,255,255	240,240,240	1.00	1.00
63	3	255,255,255	240,240,240	1.00	1.00
0	4	115,127,197	96,112,208	1.00	0.76
1	4	156,144,164	176,160,160	1.00	0.28
2	4	115,127,197	96,112,208	1.00	0.76
3	4	153,147,174	96,112,208	1.00	0.27
4	4	100,121,210	96,112,208	1.00	1.00
5	4	110,119,186	96,112,208	1.00	0.72
6	4	134,122,148	160,128,144	1.00	0.41
7	4	152,122,124	160,128,144	1.00	0.40
8	4	152,102,94	160,80,64	1.00	0.27
9	4	147,118,116	80,64,80	1.00	0.23
10	4	189,172,159	224,208,176	1.00	0.46
11	4	226,213,180	224,208,176	1.00	0.93
12	4	227,213,180	224,208,176	1.00	0.94
13	4	211,195,171	224,208,176	1.00	0.71
14	4	170,151,147	160,128,144	1.00	0.32
15	4	211,195,171	224,208,176	1.00	0.65
16	4	168,150,145	224,208,176	1.00	0.26
17	4	228,216,182	224,208,176	1.00	0.87
18	4	227,213,180	224,208,176	1.00	0.94
19	4	227,214,180	224,208,176	1.00	0.95
20	4	255,255,255	240,240,240	1.00	1.00
21	4	208,179,163	240,240,240	1.00	0.28
22	4	189,128,92	160,80,64	1.00	0.29
23	4	188,118,77	192,96,64	1.00	0.36
24	4	188,118,77	192,96,64	1.00	0.36
25	4	188,118,77	192,96,64	1.00	0.36
26	4	188,118,77	192,96,64	1.00	0.36
27	4	188,118,77	192,96,64	1.00	0.36
28	4	188,131,100	192,96,64	1.00	0.27
29	4	163,128,120	160,128,144	1.00	0.23
30	4	152,102,94	160,80,64	1.00	0.27
31	4	150,89,75	160,80,64	1.00	0.36
32	4	150,89,75	160,80,64	1.00	0.36
33	4	150,89,75	160,80,64	1.00	0.36
34	4	150,89,75	160,80,64	1.00	0.36
35	4	150,89,75	160,80,64	1.00	0.36
36	4	154,100,88	160,80,64	1.00	0.28
37	4	183,156,153	240,240,240	1.00	0.27
38	4	188,118,77	192,96,64	1.00	0.36
39	4	188,131,100	192,96,64	1.00	0.27
40	4	167,137,129	160,128,144	1.00	0.21
41	4	139,119,129	112,96,112	1.00	0.46
42	4	147,125,133	160,128,144	1.00	0.61
43	4	152,122,124	160,128,144	1.00	0.40
44	4	152,102,94	160,80,64	1.00	0.27
45	4	150,89,75	160,80,64	1.00	0.36
46	4	208,179,163	240,240,240	1.00	0.28
47	4	189,128,92	160,80,64	1.00	0.29
48	4	188,118,77	192,96,64	1.00	0.36
49	4	188,118,77	192,96,64	1.00	0.36
50	4	188,118,77	192,96,64	1.00	0.36
51	4	188,118,77	192,96,64	1.00	0.36
52	4	188,118,77	192,96,64	1.00	0.36
53	4	188,131,100	192,96,64	1.00	0.27
54	4	163,128,120	160,128,144	1.00	0.23
55	4	152,102,94	160,80,64	1.00	0.27
56	4	150,89,75	160,80,64	1.00	0.36
57	4	150,89,75	160,80,64	1.00	0.36
58	4	150,89,75	160,80,64	1.00	0.36
59	4	150,89,75	160,80,64	1.00	0.36
60	4	150,89,75	160,80,64	1.00	0.36
61	4	154,100,88	160,80,64	1.00	0.28
62	4	183,156,153	240,240,240	1.00	0.27
63	4	255,255,255	240,240,240	1.00	1.00
0	5	164,147,149	176,160,160	1.00	0.38
1	5	164,147,149	176,160,160	1.00	0.38
2	5	164,147,149	176,160,160	1.00	0.38
3	5	164,147,149	176,160,160	1.00	0.38
4	5	164,147,149	176,160,160	1.00	0.38
5	5	164,147,149	176,160,160	1.00	0.38
6	5	164,147,149	176,160,160	1.00	0.38
7	5	156,137,139	160,128,144	1.00	0.41
8	5	146,126,132	160,128,144	1.00	0.42
9	5	154,135,136	160,128,144	1.00	0.34
10	5	190,174,160	224,208,176	1.00	0.48
11	5	226,213,180	224,208,176	1.00	0.93
12	5	227,214,180	224,208,176	1.00	0.96
13	5	211,195,171	224,208,176	1.00	0.71
14	5	191,174,161	224,208,176	1.00	0.31
15	5	191,174,161	176,160,160	1.00	0.34
16	5	194,178,163	224,208,176	1.00	0.35
17	5	227,214,180	224,208,176	1.00	0.96
18	5	181,162,155	176,160,160	1.00	0.54
19	5	172,153,150	176,160,160	1.00	0.41
20	5	255,255,255	240,240,240	1.00	1.00
21	5	207,158,128	240,240,240	1.00	0.28
22	5	188,118,77	192,96,64	1.00	0.36
23	5	188,118,77	192,96,64	1.00	0.36
24	5	188,118,77	192,96,64	1.00	0.36
25	5	188,118,77	192,96,64	1.00	0.36
26	5	188,131,100	192,96,64	1.00	0.27
27	5	167,137,129	160,128,144	1.00	0.21
28	5	138,119,129	112,96,112	1.00	0.46
29	5	145,122,132	160,128,144	1.00	0.65
30	5	148,126,134	160,128,144	1.00	0.62
31	5	152,122,124	160,128,144	1.00	0.40
32	5	152,102,94	160,80,64	1.00	0.27
33	5	150,89,75	160,80,64	1.00	0.36
34	5	150,89,75	160,80,64	1.00	0.36
35	5	150,89,75	160,80,64	1.00	0.36
36	5	150,89,75	160,80,64	1.00	0.36
37	5	178,136,126	240,240,240	1.00	0.28
38	5	167,137,129	160,128,144	1.00	0.21
39	5	138,119,129	112,96,112	1.00	0.46
40	5	142,120,131	160,128,144	1.00	0.59
41	5	163,141,144	160,128,144	1.00	0.60
42	5	159,136,141	160,128,144	1.00	0.63
43	5	155,131,138	160,128,144	1.00	0.88
44	5	148,126,134	160,128,144	1.00	0.62
45	5	152,122,124	160,128,144	1.00	0.40
46	5	207,158,128	240,240,240	1.00	0.28
47	5	188,118,77	192,96,64	1.00	0.36
48	5	188,118,77	192,96,64	1.00	0.36
49	5	188,118,77	192,96,64	1.00	0.36
50	5	188,118,77	192,96,64	1.00	0.36
51	5	188,131,100	192,96,64	1.00	0.27
52	5	167,137,129	160,128,144	1.00	0.21
53	5	129,115,141	112,96,112	1.00	0.29
54	5	112,112,170	96,112,208	1.00	0.44
55	5	134,122,148	160,128,144	1.00	0.41
56	5	152,122,124	160,128,144	1.00	0.40
57	5	152,102,94	160,80,64	1.00	0.27
58	5	150,89,75	160,80,64	1.00	0.36
59	5	150,89,75	160,80,64	1.00	0.36
60	5	150,89,75	160,80,64	1.00	0.36
61	5	150,89,75	160,80,64	1.00	0.36
62	5	178,136,126	240,240,240	1.00	0.28
63	5	255,255,255	240,240,240	1.00	1.00
0	6	150,134,144	160,128,144	1.00	0.34
1	6	127,121,161	96,112,208	1.00	0.25
2	6	150,134,144	160,128,144	1.00	0.34
3	6	127,121,161	96,112,208	1.00	0.25
4	6	150,134,144	160,128,144	1.00	0.34
5	6	127,121,161	96,112,208	1.00	0.25
6	6	150,134,144	160,128,144	1.00	0.34
7	6	127,121,161	96,112,208	1.00	0.25
8	6	150,134,144	160,128,144	1.00	0.34
9	6	222,209,177	224,208,176	1.00	0.94
10	6	190,174,160	224,208,176	1.00	0.48
11	6	227,213,180	224,208,176	1.00	0.95
12	6	226,213,180	224,208,176	1.00	0.94
13	6	211,195,171	224,208,176	1.00	0.71
14	6	180,163,155	160,128,144	1.00	0.29
15	6	227,214,180	224,208,176	1.00	0.96
16	6	189,173,160	176,160,160	1.00	0.29
17	6	227,214,180	224,208,176	1.00	0.95
18	6	185,168,158	176,160,160	1.00	0.26
19	6	224,210,179	224,208,176	1.00	0.86
20	6	255,255,255	240,240,240	1.00	1.00
21	6	207,158,128	240,240,240	1.00	0.28
22	6	188,118,77	192,96,64	1.00	0.36
23	6	188,118,77	192,96,64	1.00	0.36
24	6	188,131,100	192,96,64	1.00	0.27
25	6	167,137,129	160,128,144	1.00	0.21
26	6	138,119,129	112,96,112	1.00	0.46
27	6	142,120,131	160,128,144	1.00	0.59
28	6	163,140,144	160,128,144	1.00	0.71
29	6	176,156,153	160,128,144	1.00	0.34
30	6	166,141,146	160,128,144	1.00	0.79
31	6	155,131,138	160,128,144	1.00	0.88
32	6	148,126,134	160,128,144	1.00	0.62
33	6	152,122,124	160,128,144	1.00	0.40
34	6	152,102,94	160,80,64	1.00	0.27
35	6	150,89,75	160,80,64	1.00	0.36
36	6	150,89,75	160,80,64	1.00	0.36
37	6	178,136,126	240,240,240	1.00	0.28
38	6	152,133,136	160,128,144	1.00	0.38
39	6	164,146,144	176,160,160	1.00	0.35
40	6	166,148,146	176,160,160	1.00	0.38
41	6	166,147,145	176,160,160	1.00	0.36
42	6	165,146,145	176,160,160	1.00	0.35
43	6	166,148,146	176,160,160	1.00	0.38
44	6	166,148,146	176,160,160	1.00	0.38
45	6	156,137,139	160,128,144	1.00	0.41
46	6	207,158,128	240,240,240	1.00	0.28
47	6	188,118,77	192,96,64	1.00	0.36
48	6	188,118,77	192,96,64	1.00	0.36
49	6	188,131,100	192,96,64	1.00	0.27
50	6	167,137,129	160,128,144	1.00	0.21
51	6	129,115,141	112,96,112	1.00	0.29
52	6	105,109,176	96,112,208	1.00	0.47
53	6	115,125,195	96,112,208	1.00	0.68
54	6	158,147,166	160,128,144	1.00	0.25
55	6	115,127,197	96,112,208	1.00	0.76
56	6	110,119,186	96,112,208	1.00	0.72
57	6	134,122,148	160,128,144	1.00	0.41
58	6	152,122,124	160,128,144	1.00	0.40
59	6	152,102,94	160,80,64	1.00	0.27
60	6	150,89,75	160,80,64	1.00	0.36
61	6	150,89,75	160,80,64	1.00	0.36
62	6	178,136,126	240,240,240	1.00	0.28
63	6	255,255,255	240,240,240	1.00	1.00
0	7	148,135,154	160,128,144	1.00	0.35
1	7	137,120,127	160,128,144	1.00	0.31
2	7	148,135,154	160,128,144	1.00	0.35
3	7	157,133,141	160,128,144	1.00	0.75
4	7	148,135,154	160,128,144	1.00	0.35
5	7	157,133,141	160,128,144	1.00	0.75
6	7	147,135,154	160,128,144	1.00	0.34
7	7	227,213,180	224,208,176	1.00	0.94
8	7	164,154,163	224,208,176	1.00	0.28
9	7	222,208,177	224,208,176	1.00	0.92
10	7	190,174,160	224,208,176	1.00	0.48
11	7	227,214,180	224,208,176	1.00	0.96
12	7	217,201,174	224,208,176	1.00	0.71
13	7	197,179,163	224,208,176	1.00	0.54
14	7	193,177,163	224,208,176	1.00	0.34
15	7	224,210,179	224,208,176	1.00	0.86
16	7	192,176,162	224,208,176	1.00	0.36
17	7	227,214,180	224,208,176	1.00	0.96
18	7	196,180,165	224,208,176	1.00	0.34
19	7	224,210,179	224,208,176	1.00	0.84
20	7	255,255,255	240,240,240	1.00	1.00
21	7	207,158,128	240,240,240	1.00	0.28
22	7	188,131,100	192,96,64	1.00	0.27
23	7	167,137,129	160,128,144	1.00	0.21
24	7	138,119,129	112,96,112	1.00	0.46
25	7	142,120,131	160,128,144	1.00	0.59
26	7	160,134,142	160,128,144	1.00	0.92
27	7	173,152,151	160,128,144	1.00	0.48
28	7	165,141,146	160,128,144	1.00	0.79
29	7	173,153,151	176,160,160	1.00	0.35
30	7	166,141,146	160,128,144	1.00	0.79
31	7	173,152,151	160,128,144	1.00	0.48
32	7	163,137,144	160,128,144	1.00	1.00
33	7	155,131,138	160,128,144	1.00	0.88
34	7	148,126,134	160,128,144	1.00	0.62
35	7	152,122,124	160,128,144	1.00	0.40
36	7	152,102,94	160,80,64	1.00	0.27
37	7	178,136,126	240,240,240	1.00	0.28
38	7	255,255,255	240,240,240	1.00	1.00
39	7	255,255,255	240,240,240	1.00	1.00
40	7	255,255,255	240,240,240	1.00	1.00
41	7	237,231,228	240,240,240	1.00	0.72
42	7	229,222,223	240,240,240	1.00	0.72
43	7	255,255,255	240,240,240	1.00	1.00
44	7	255,255,255	240,240,240	1.00	1.00
45	7	255,255,255	240,240,240	1.00	1.00
46	7	207,158,128	240,240,240	1.00	0.28
47	7	188,131,100	192,96,64	1.00	0.27
48	7	167,137,129	160,128,144	1.00	0.21
49	7	129,115,141	112,96,112	1.00	0.29
50	7	105,109,176	96,112,208	1.00	0.47
51	7	99,118,207	96,112,208	1.00	0.92
52	7	153,147,174	96,112,208	1.00	0.27
53	7	115,127,197	96,112,208	1.00	0.76
54	7	156,144,164	176,160,160	1.00	0.28
55	7	115,127,197	96,112,208	1.00	0.76
56	7	153,147,174	96,112,208	1.00	0.27
57	7	100,121,210	96,112,208	1.00	1.00
58	7	110,119,186	96,112,208	1.00	0.72
59	7	134,122,148	160,128,144	1.00	0.41
60	7	152,122,124	160,128,144	1.00	0.40
61	7	152,102,94	160,80,64	1.00	0.27
62	7	178,136,126	240,240,240	1.00	0.28
63	7	255,255,255	240,240,240	1.00	1.00
0	8	180,162,155	160,128,144	1.00	0.32
1	8	112,98,111	64,48,80	1.00	0.45
2	8	180,162,155	160,128,144	1.00	0.32
3	8	157,133,141	160,128,144	1.00	0.74
4	8	180,162,155	160,128,144	1.00	0.32
5	8	157,133,141	160,128,144	1.00	0.74
6	8	179,161,154	160,128,144	1.00	0.29
7	8	227,213,180	224,208,176	1.00	0.94
8	8	194,178,163	224,208,176	1.00	0.36
9	8	222,209,177	224,208,176	1.00	0.94
10	8	191,174,160	224,208,176	1.00	0.37
11	8	198,164,138	224,208,176	1.00	0.27
12	8	179,139,119	160,128,144	1.00	0.17
13	8	155,118,113	160,128,144	1.00	0.17
14	8	173,140,129	224,208,176	1.00	0.25
15	8	203,187,167	224,208,176	1.00	0.61
16	8	210,194,171	224,208,176	1.00	0.66
17	8	210,194,171	224,208,176	1.00	0.66
18	8	219,206,178	224,208,176	1.00	0.72
19	8	220,207,178	224,208,176	1.00	0.72
20	8	255,255,255	240,240,240	1.00	1.00
21	8	192,173,168	240,240,240	1.00	0.26
22	8	145,126,132	160,128,144	1.00	0.36
23	8	152,133,136	160,128,144	1.00	0.38
24	8	164,146,144	176,160,160	1.00	0.35
25	8	166,148,146	176,160,160	1.00	0.38
26	8	166,148,146	176,160,160	1.00	0.38
27	8	166,148,146	176,160,160	1.00	0.38
28	8	166,148,146	176,160,160	1.00	0.38
29	8	166,148,146	176,160,160	1.00	0.38
30	8	166,148,146	176,160,160	1.00	0.38
31	8	166,148,146	176,160,160	1.00	0.38
32	8	166,148,146	176,160,160	1.00	0.38
33	8	166,148,146	176,160,160	1.00	0.38
34	8	166,148,146	176,160,160	1.00	0.38
35	8	156,137,139	160,128,144	1.00	0.41
36	8	146,126,132	160,128,144	1.00	0.42
37	8	177,158,160	160,128,144	1.00	0.30
38	8	255,255,255	240,240,240	1.00	1.00
39	8	237,231,229	240,240,240	1.00	0.72
40	8	205,173,155	240,240,240	1.00	0.22
41	8	192,133,93	192,96,64	1.00	0.27
42	8	155,102,89	160,80,64	1.00	0.30
43	8	180,150,146	160,128,144	1.00	0.25
44	8	229,222,223	240,240,240	1.00	0.72
45	8	255,255,255	240,240,240	1.00	1.00
46	8	192,173,168	240,240,240	1.00	0.26
47	8	145,126,132	160,128,144	1.00	0.36
48	8	152,133,136	160,128,144	1.00	0.38
49	8	163,145,146	176,160,160	1.00	0.35
50	8	164,147,149	176,160,160	1.00	0.38
51	8	164,147,149	176,160,160	1.00	0.38
52	8	164,147,149	176,160,160	1.00	0.38
53	8	164,147,149	176,160,160	1.00	0.38
54	8	164,147,149	176,160,160	1.00	0.38
55	8	164,147,149	176,160,160	1.00	0.38
56	8	164,147,149	176,160,160	1.00	0.38
57	8	164,147,149	176,160,160	1.00	0.38
58	8	164,147,149	176,160,160	1.00	0.38
59	8	164,147,149	176,160,160	1.00	0.38
60	8	156,137,139	160,128,144	1.00	0.41
61	8	146,126,132	160,128,144	1.00	0.42
62	8	177,158,160	160,128,144	1.00	0.30
63	8	255,255,255	240,240,240	1.00	1.00
0	9	189,172,160	176,160,160	1.00	0.30
1	9	227,214,180	224,208,176	1.00	0.96
2	9	189,172,160	176,160,160	1.00	0.30
3	9	227,213,180	224,208,176	1.00	0.94
4	9	189,173,160	176,160,160	1.00	0.29
5	9	227,213,180	224,208,176	1.00	0.94
6	9	189,173,160	176,160,160	1.00	0.29
